Author,Year,Title,Journal,Keywords,JEL.Codes,Date.Created,Article.Link
Marvin Suesse and Nikolaus Wolf,2020,"Rural transformation, inequality, and the origins of microfinance",Journal of Development Economics ,Microfinance; Credit cooperatives; Rural transformation; Land inequality; Prussia;,G21; N23; O16; Q15,2020-03-26,https://econpapers.repec.org/article/eeedeveco/v_3a143_3ay_3a2020_3ai_3ac_3as0304387819302998.htm
"Nina Boberg-Fazlic, Markus Lampe, Pablo Martinelli and Paul Sharp",2022,Winners and losers from agrarian reform: Evidence from Danish land inequality 1682–1895,Journal of Development Economics ,Agrarian reform; Denmark; Land inequality;,N53; O13; Q15,2022-02-11,https://econpapers.repec.org/article/eeedeveco/v_3a155_3ay_3a2022_3ai_3ac_3as0304387821001656.htm
Michael Jetter and Teresa Molina,2022,Persuasive agenda-setting: Rodrigo Duterte’s inauguration speech and drugs in the Philippines,Journal of Development Economics ,Agenda setting; Persuasion; Policy priorities; Democracy;,D72; H11; I12; K42; N45,2022-04-13,https://econpapers.repec.org/article/eeedeveco/v_3a156_3ay_3a2022_3ai_3ac_3as0304387822000220.htm
"Jonathan Batten, Brian Lucey and Maurice Peat",2016,Gold and silver manipulation: What can be empirically verified?,Economic Modelling ,High frequency; Manipulation; Gold; Silver; Price suppression;,G12; G38; N50; Q31,2016-05-13,https://econpapers.repec.org/article/eeeecmode/v_3a56_3ay_3a2016_3ai_3ac_3ap_3a168-176.htm
Trung Vu,2021,Statehood experience and income inequality: A historical perspective,Economic Modelling ,State history; Income inequality; Institutions; Underdevelopment;,N00; O11; O15; O43,2020-12-19,https://econpapers.repec.org/article/eeeecmode/v_3a94_3ay_3a2021_3ai_3ac_3ap_3a415-429.htm
"Alejandro Buesa, Javier Pérez and Daniel Santabárbara",2021,Awareness of pandemics and the impact of COVID-19,Economics Letters ,Socioeconomic impact of pandemics; Global health crises;,E43; F41; N10; N30; N40,2021-06-17,https://econpapers.repec.org/article/eeeecolet/v_3a204_3ay_3a2021_3ai_3ac_3as0165176521001695.htm
Carola Binder,2021,Household expectations and the release of macroeconomic statistics,Economics Letters ,Consumer expectations; Inflation expectations; Inflation; Consumer price index;,D12; D84; E21; E31; N12,2021-10-15,https://econpapers.repec.org/article/eeeecolet/v_3a207_3ay_3a2021_3ai_3ac_3as0165176521003189.htm
Dorian Owen and Trung Vu,2022,State history and corruption,Economics Letters ,State history; Corruption; Deep roots;,D73; K42; N00; O11; O57,2022-10-04,https://econpapers.repec.org/article/eeeecolet/v_3a218_3ay_3a2022_3ai_3ac_3as0165176522002798.htm
"Arhan Ertan, Martin Fiszbein and Louis Putterman",2016,Who was colonized and when? A cross-country analysis of determinants,European Economic Review ,Colonization; Early Development; State History; Neolithic revolution;,N00; N90; O11; O43,2016-03-15,https://econpapers.repec.org/article/eeeeecrev/v_3a83_3ay_3a2016_3ai_3ac_3ap_3a165-184.htm
Christoph Eder and Martin Halla,2020,Economic origins of cultural norms: The case of animal husbandry and bastardy,European Economic Review ,Cultural norms; Persistence; Historic agricultural practices; Illegitimacy;,A13; J12; J13; J43; N33; Z1,2020-05-30,https://econpapers.repec.org/article/eeeeecrev/v_3a125_3ay_3a2020_3ai_3ac_3as0014292120300532.htm
Jakob Madsen and Holger Strulik,2024,Inequality and the Industrial Revolution,European Economic Review ,Inequality; Industrialization; Consumption; Technological progress; Structural change; Unified growth theory;,I25; J10; N30; O30; O40,2024-05-07,https://econpapers.repec.org/article/eeeeecrev/v_3a164_3ay_3a2024_3ai_3ac_3as0014292124000539.htm
"Rolf Aaberge, Anthony Atkinson and Jørgen Modalsli",2020,"Estimating long-run income inequality from mixed tabular data: Empirical evidence from Norway, 1875–2017",Journal of Public Economics ,Distribution of income; Long-run inequality; The Gini coefficient; Norway;,D31; D63; N33; N34,2020-07-24,https://econpapers.repec.org/article/eeepubeco/v_3a187_3ay_3a2020_3ai_3ac_3as0047272720300608.htm
Rebeca Echavarri and Francisco J. Beltrán Tapia,2024,"Economic development, female wages and missing female births in Spain, 1900–1930",Cliometrica,"Sex ratio at birth, Gender discrimination, Industrialisation",I14; I15; J13; J16; N33,2024-05-06,https://econpapers.repec.org/article/sprcliomt/v_3a18_3ay_3a2024_3ai_3a2_3ad_3a10.1007_5fs11698-023-00267-y.htm
Chengjiu Sun and Hongfei Li,2024,"The Celestial Empire: solar eclipses, political legitimacy, and economic performance in historical China",Cliometrica,"Political legitimacy, Solar eclipse, Economic performance, Climate shocks, Civil conflict",N15; P48; Q54,2024-05-06,https://econpapers.repec.org/article/sprcliomt/v_3a18_3ay_3a2024_3ai_3a2_3ad_3a10.1007_5fs11698-023-00270-3.htm
Marco Martinez,2024,"The origins of Italian human capital divides: new evidence from marriage signatures, ca. 1815",Cliometrica,"Literacy rates, Random sampling, Marriage certificates, Human capital",J24; N01; N33,2024-05-06,https://econpapers.repec.org/article/sprcliomt/v_3a18_3ay_3a2024_3ai_3a2_3ad_3a10.1007_5fs11698-023-00271-2.htm
"Carlo Ciccarelli, Alberto Dalmazzo and Tiziano Razzolini",2024,"Sicilian sulphur and mafia: resources, working conditions and the practice of violence",Cliometrica,"Natural resources, Working conditions, Mafia",J81; K42; N53,2024-05-06,https://econpapers.repec.org/article/sprcliomt/v_3a18_3ay_3a2024_3ai_3a2_3ad_3a10.1007_5fs11698-023-00272-1.htm
"Yang Cai, Sijie Hu and Shengmin Sun",2024,Confucianism and war mobilization: evidence from Chinese revolutions,Cliometrica,"Cultural norms, Confucianism, War mobilization, Collective actions, Soldier deaths",D70; H56; N95; Z13,2024-05-06,https://econpapers.repec.org/article/sprcliomt/v_3a18_3ay_3a2024_3ai_3a2_3ad_3a10.1007_5fs11698-023-00273-0.htm
Faustine Perrin,2024,Claudia Goldin: Nobel Prize 2023 paving the way for women and gender perspectives in economics,Cliometrica,,I2; J16; J2; N3,2024-05-06,https://econpapers.repec.org/article/sprcliomt/v_3a18_3ay_3a2024_3ai_3a2_3ad_3a10.1007_5fs11698-024-00282-7.htm
Karla Hoff and Joseph Stiglitz,2010,Equilibrium Fictions: A Cognitive Approach to Societal Rigidity,American Economic Review ,,F54; J13; N30; N40; Z13,2013-01-08,https://econpapers.repec.org/article/aeaaecrev/v_3a100_3ay_3a2010_3ai_3a2_3ap_3a141-46.htm
"Bryan Kelly, Dimitris Papanikolaou, Amit Seru and Matt Taddy",2021,Measuring Technological Innovation over the Long Run,American Economic Review: Insights ,,C43; N71; N72; O31; O33; O34,2021-08-28,https://econpapers.repec.org/article/aeaaerins/v_3a3_3ay_3a2021_3ai_3a3_3ap_3a303-20.htm
Barry Eichengreen,1991,Historical Research on International Lending and Debt,Journal of Economic Perspectives ,,F34; N20,2012-12-18,https://econpapers.repec.org/article/aeajecper/v_3a5_3ay_3a1991_3ai_3a2_3ap_3a149-69.htm
Claudia Goldin and Lawrence Katz,1999,"The Shaping of Higher Education: The Formative Years in the United States, 1890 to 1940",Journal of Economic Perspectives ,,I21; N31; N32,2012-12-06,https://econpapers.repec.org/article/aeajecper/v_3a13_3ay_3a1999_3ai_3a1_3ap_3a37-62.htm
Barry Eichengreen and Albrecht Ritschl,2009,Understanding West German economic growth in the 1950s,Cliometrica,"Economic growth, Productivity, Germany",N14; N44; O52,2009-08-25,https://econpapers.repec.org/article/afccliome/v_3a3_3ay_3a2009_3ai_3a3_3ap_3a191-219.htm
Jorge Agüero and Trinidad Beleche,2013,Test-Mex: Estimating the effects of school year length on student performance in Mexico,Journal of Development Economics ,Mexico; Standardized tests; School year length; Student achievement;,I21; J18; N36; O2,2013-07-17,https://econpapers.repec.org/article/eeedeveco/v_3a103_3ay_3a2013_3ai_3ac_3ap_3a353-361.htm
"Momna Saeed, Marwa Elnahass, Marwan Izzeldin and Mike Tsionas",2021,Yield spread determinants of sukuk and conventional bonds,Economic Modelling ,Sukuk; Islamic bonds; Conventional bonds; Yield spreads;,E44; F30; G15; N20,2021-11-13,https://econpapers.repec.org/article/eeeecmode/v_3a105_3ay_3a2021_3ai_3ac_3as0264999321002534.htm
Barry Eichengreen and Alain Naef,2022,Imported or home grown? The 1992–3 EMS crisis,Journal of International Economics ,Foreign exchange market intervention; European monetary system; Currency crisis; ERM;,E5; F31; N14; N24,2022-10-16,https://econpapers.repec.org/article/eeeinecon/v_3a138_3ay_3a2022_3ai_3ac_3as0022199622000861.htm
Marcella Nicolini,2023,The Sunni–Shia divide: Evidence from international trade,Economics Letters ,Gravity model; Religion; Islam; Sunni–Shia divide; Sectarianism;,F14; N40; N70; Z12,2023-11-03,https://econpapers.repec.org/article/eeeecolet/v_3a232_3ay_3a2023_3ai_3ac_3as0165176523003622.htm
"Marc Deloof, Abe Jong and Wilco Legierse",2023,"Going public: evidence from stock and bond IPOs in Belgium, 1839–1935",Cliometrica,"Corporate finance, Going public, Initial public offering, Bond issues, Belgium",G32; N23; N24,2023-08-28,https://econpapers.repec.org/article/sprcliomt/v_3a17_3ay_3a2023_3ai_3a3_3ad_3a10.1007_5fs11698-022-00258-5.htm
"Oriana Bandiera, Imran Rasul and Martina Viarengo",2013,The Making of Modern America: Migratory Flows in the Age of Mass Migration,Journal of Development Economics ,Ellis Island; migration accounting; migratory inflows and outflows;,F22; N31; N32; O15,2013-06-09,https://econpapers.repec.org/article/eeedeveco/v_3a102_3ay_3a2013_3ai_3ac_3ap_3a23-47.htm
Dennis Bonam and Andra Smădu,2021,The long-run effects of pandemics on inflation: Will this time be different?,Economics Letters ,Pandemics; Inflation; Local projections;,E31; I10; N10,2021-11-13,https://econpapers.repec.org/article/eeeecolet/v_3a208_3ay_3a2021_3ai_3ac_3as0165176521003426.htm
"Gabriel Felbermayr, Aleksandra Kirilakha, Constantinos Syropoulos, Erdal Yalcin and Yoto Yotov",2020,The global sanctions data base,European Economic Review ,Sanctions; Sanction databases; Effects of sanctions on trade;,F1; F13; F14; F5; F51; H5; N4,2020-10-20,https://econpapers.repec.org/article/eeeeecrev/v_3a129_3ay_3a2020_3ai_3ac_3as0014292120301914.htm
"Gabriel Felbermayr, T. Clifton Morgan, Constantinos Syropoulos and Yoto Yotov",2021,Understanding economic sanctions: Interdisciplinary perspectives on theory and evidence,European Economic Review ,Economic Sanctions; Embargoes; Sanction theories; Sanction Data;,F1; F13; F14; F5; F51; H5; N4,2021-05-20,https://econpapers.repec.org/article/eeeeecrev/v_3a135_3ay_3a2021_3ai_3ac_3as0014292121000738.htm
"Jongkwan Lee, Giovanni Peri and Vasil Yasenov",2022,The labor market effects of Mexican repatriations: Longitudinal evidence from the 1930s,Journal of Public Economics ,Mexican repatriations; Great depression; Employment; Immigration; Railway;,J15; J21; J61; N32,2022-01-12,https://econpapers.repec.org/article/eeepubeco/v_3a205_3ay_3a2022_3ai_3ac_3as0047272721001948.htm
Satish Chand and Michael Clemens,2023,Human capital investment under exit options: Evidence from a natural quasi-experiment,Journal of Development Economics ,Migration; Human capital; Investment; Education; Brain drain; Brain Gain;,F22; J24; N30; O15,2023-06-07,https://econpapers.repec.org/article/eeedeveco/v_3a163_3ay_3a2023_3ai_3ac_3as0304387823000676.htm
Florian Ploeckl,2017,Towns (and villages): definitions and implications in a historical setting,Cliometrica,"Towns, Villages, Geography, Definition, Classification, Town size",B49; N93; O13; R12,2017-04-26,https://econpapers.repec.org/article/sprcliomt/v_3a11_3ay_3a2017_3ai_3a2_3ad_3a10.1007_5fs11698-016-0145-6.htm
Gregory Clark and Marianne Page,2019,"Welfare reform, 1834: Did the New Poor Law in England produce significant economic gains?",Cliometrica,"Welfare reform, Poverty, Welfare systems, Work incentives",J13; J6; N33,2019-04-17,https://econpapers.repec.org/article/sprcliomt/v_3a13_3ay_3a2019_3ai_3a2_3ad_3a10.1007_5fs11698-018-0174-4.htm
Karl Skogstad and Robert Petrunia,2019,The impact of labour policies on Canadian gold mines in World War II,Cliometrica,"Gold mining, Canada, World War II",L72; N52; Q3,2019-04-17,https://econpapers.repec.org/article/sprcliomt/v_3a13_3ay_3a2019_3ai_3a2_3ad_3a10.1007_5fs11698-018-0176-2.htm
Fraser Summerfield and Livio Di Matteo,2024,Influenza pandemics and macroeconomic fluctuations 1871–2016,Cliometrica,"Pandemics, Business cycles, Mortality, GDP fluctuations, Health shocks",E32; I18; N10; N30,2024-05-06,https://econpapers.repec.org/article/sprcliomt/v_3a18_3ay_3a2024_3ai_3a2_3ad_3a10.1007_5fs11698-023-00269-w.htm
"Daron Acemoglu, Jacob Moscona and James Robinson",2016,State Capacity and American Technology: Evidence from the Nineteenth Century,American Economic Review ,,E23; E65; I31; N11; N12; O33; O43,2018-06-15,https://econpapers.repec.org/article/aeaaecrev/v_3a106_3ay_3a2016_3ai_3a5_3ap_3a61-67.htm
"Daron Acemoglu, Simon Johnson and James Robinson",2001,The Colonial Origins of Comparative Development: An Empirical Investigation,American Economic Review ,,I12; N10; O11; O57; P51,2013-01-11,https://econpapers.repec.org/article/aeaaecrev/v_3a91_3ay_3a2001_3ai_3a5_3ap_3a1369-1401.htm
Rainer Kotschy and Uwe Sunde,2017,"Democracy, inequality, and institutional quality",European Economic Review ,Gini coefficient; Economic institutions; Democratic institutions; Panel data;,N4; P48,2017-01-09,https://econpapers.repec.org/article/eeeeecrev/v_3a91_3ay_3a2017_3ai_3ac_3ap_3a209-228.htm
Ben Bernanke,2013,"A Century of US Central Banking: Goals, Frameworks, Accountability",Journal of Economic Perspectives ,,E31; E32; E52; E58; N12; N22,2013-11-19,https://econpapers.repec.org/article/aeajecper/v_3a27_3ay_3a2013_3ai_3a4_3ap_3a3-16.htm
"Shelly Lundberg, Robert Pollak and Jenna Stearns",2016,"Family Inequality: Diverging Patterns in Marriage, Cohabitation, and Childbearing",Journal of Economic Perspectives ,,D63; J12; J13; J16; N32,2018-06-15,https://econpapers.repec.org/article/aeajecper/v_3a30_3ay_3a2016_3ai_3a2_3ap_3a79-102.htm
Elizabeth Cascio and Na'ama Shenhav,2020,"A Century of the American Woman Voter: Sex Gaps in Political Participation, Preferences, and Partisanship since Women's Enfranchisement",Journal of Economic Perspectives ,,D72; J16; K10; K16; N42,2020-10-01,https://econpapers.repec.org/article/aeajecper/v_3a34_3ay_3a2020_3ai_3a2_3ap_3a24-48.htm
Carola Binder and Rupal Kamdar,2022,Expected and Realized Inflation in Historical Perspective,Journal of Economic Perspectives ,,E12; E13; E31; E32; E43; E52; N12,2022-08-10,https://econpapers.repec.org/article/aeajecper/v_3a36_3ay_3a2022_3ai_3a3_3ap_3a131-56.htm
Harris Dellas and George Tavlas,2022,Retrospectives: On the Evolution of the Rules versus Discretion Debate in Monetary Policy,Journal of Economic Perspectives ,,E24; E31; E32; E52; N12; N13; N23,2022-08-10,https://econpapers.repec.org/article/aeajecper/v_3a36_3ay_3a2022_3ai_3a3_3ap_3a245-60.htm
"Gordon Hanson, Pia Orrenius and Madeline Zavodny",2023,US Immigration from Latin America in Historical Perspective,Journal of Economic Perspectives ,,J15; J82; N32; O15; R23,2023-02-07,https://econpapers.repec.org/article/aeajecper/v_3a37_3ay_3a2023_3ai_3a1_3ap_3a199-222.htm
Stephen Redding,2023,Quantitative Urban Models: From Theory to Data,Journal of Economic Perspectives ,,N30; N70; N90; R11; R14; R23; R41,2023-05-05,https://econpapers.repec.org/article/aeajecper/v_3a37_3ay_3a2023_3ai_3a2_3ap_3a75-98.htm
Alexander Field,2007,The origins of US total factor productivity growth in the golden age,Cliometrica,"Productivity, TFP, US macroeconomic history, Manufacturing, Transportation",N12; N71; O47,2008-02-09,https://econpapers.repec.org/article/afccliome/v_3a1_3ay_3a2007_3ai_3a1_3ap_3a63-90.htm
Jacob Weisdorf and Paul Sharp,2009,From preventive to permissive checks: the changing nature of the Malthusian relationship between nuptiality and the price of provisions in the nineteenth century,Cliometrica,,J1; N3,2008-11-20,https://econpapers.repec.org/article/afccliome/v_3a3_3ay_3a2009_3ai_3a1_3ap_3a55-70.htm
Fabrice Murtin and Martina Viarengo,2010,American education in the age of mass migrations 1870–1930,Cliometrica,"Education, Migrations, Economic history, Economic development research",I2; J24; N70; O1,2010-09-05,https://econpapers.repec.org/article/afccliome/v_3a4_3ay_3a2010_3ai_3a2_3ap_3a113-139.htm
Johan Fourie and Dieter von Fintel,2010,"The dynamics of inequality in a newly settled, pre-industrial society: the case of the Cape Colony",Cliometrica,"Settler societies, Wealth distribution, Inequality, Asset index, Institutions, Mercantilism, Dutch East India Company, South Africa",D31; D63; N37,2010-09-03,https://econpapers.repec.org/article/afccliome/v_3a4_3ay_3a2010_3ai_3a3_3ap_3a229-267.htm
"Alessandro Nuvolari, Bart Verspagen and Nick von Tunzelmann",2011,"The early diffusion of the steam engine in Britain, 1700–1800: a reappraisal",Cliometrica,"Steam engine, Diffusion, Great Britain, Industrial revolution",N73; O14; O33,2011-09-10,https://econpapers.repec.org/article/afccliome/v_3a5_3ay_3a2011_3ai_3a3_3ap_3a291-321.htm
