publication.year,source.title,eh,n_articles,ave_authors,sd_authors,tot_cite,ave_cite,sd_cite,M_cit,keywords,top1keyword,top2keyword,top3keyword,n_keywords,keyword_entropy,funders,top1funder,top2funder,top3funder,n_funding,n_econometric_margo,n_econometric_other,country,continent,new_keywords
2022,JOURNAL OF ECONOMIC LITERATURE,0,5,2,1,66,13.2,12.296340919151518,25,RELATIVE EFFICIENCY;  SLAVE AGRICULTURE;  RACIAL-DISCRIMINATION;  GREAT MIGRATION;  LABOR-MARKETS;  UNITED-STATES;  BLACK WORKERS;  AFRICAN-AMERICANS;  ANTEBELLUM SOUTH;  ECONOMICS; BLACK-DEATH;  ECONOMIC-INEQUALITY;  NATURAL DISASTERS;  PUBLIC-HEALTH;  REAL WAGES;  PLAGUE;  WEALTH;  INCOME;  EUROPE;  GROWTH; UNITED-STATES;  ENCEPHALITIS LETHARGICA;  SPANISH INFLUENZA;  AIR-POLLUTION;  MORTALITY;  HEALTH;  EPIDEMIC;  EXPOSURE;  DECLINE;  OUTCOMES; ECONOMICS;  INSTITUTIONS;  CHURCH;  USURY;  STATE;  ROMAN; EUROPEAN MARRIAGE PATTERN;  LATE-MEDIEVAL ENGLAND;  MALTHUSIAN STAGNATION;  PREINDUSTRIAL EUROPE;  GREAT DIVERGENCE;  CRAFT GUILDS;  MIDDLE-EAST;  CITY GROWTH;  REAL WAGES;  PLAGUE,PLAGUE,REAL WAGES,AFRICAN-AMERICANS,46,-0,,None,None,None,0,0,2,United States,N. America,3
2022,JOURNAL OF ECONOMIC PERSPECTIVES,0,3,1.3333333333333333,0.5773502691896257,19,6.333333333333333,1.1547005383792517,7,MORTALITY;  SLAVERY;  HEALTH; UNITED-STATES;  TRADE;  EXPANSION;  WEALTH; RATIONAL-EXPECTATIONS;  GREAT-DEPRESSION;  PRICE;  DEFLATION;  CURVE;  UNCERTAINTY;  RUN;  END;  US,CURVE,DEFLATION,END,16,-0,,None,None,None,0,0,0,United States,N. America,1
2022,JOURNAL OF INTERDISCIPLINARY HISTORY,1,31,1.2258064516129032,0.6169644732805302,4,0.12903225806451615,0.4275461366036783,2,PLAGUE;  EUROPE;  DIVERGENCE;  VICTIMS;  HISTORY;  PESTIS; SEXUAL STATURE DIMORPHISM;  LIVING STANDARDS;  PHYSICAL STATURE;  INEQUALITY;  WOMEN;  MEN;  INDICATOR;  NUTRITION;  ENGLAND;  HISTORY; SETTLER COLONIALISM; OCCUPATIONAL-MOBILITY;  ECONOMIC OUTCOMES;  SELF-SELECTION;  2ND-GENERATION;  ASSIMILATION;  DECOLONIZATION;  COLONIALISM;  NETWORKS;  EARNINGS;  SOCIETY; 2ND-WORLD-WAR; INCOME;  SHARES; PERIPHERIES;  AMERICA; MARKETS; HEIGHT;  MILITARY;  INCOME,HISTORY,2ND-GENERATION,AMERICA,36,-0,,None,None,None,0,1,4,United States,N. America,5
2022,JOURNAL OF PUBLIC ECONOMICS,0,3,2.3333333333333335,1.1547005383792515,27,9,11.357816691600547,22,POLITICAL-INSTITUTIONS;  INTERNAL MIGRATION;  SOVIET;  TRUST;  GULAG;  VIOLENCE;  SEX;  LEGACY;  CRIME;  CORRUPTION; MEDIA;  IMPACT;  TV;  SUBURBANIZATION;  CONSUMPTION; ECONOMIC OUTCOMES;  IMMIGRATION;  AGE;  PRODUCTIVITY;  WORKERS;  IMPACT,IMPACT,AGE,CONSUMPTION,21,-0,,None,None,None,0,0,3,United States,N. America,2
2022,REVIEW OF ECONOMICS AND STATISTICS,0,1,3,NA,68,68,NA,68,NATURAL RATE;  PLAGUE;  ENGLAND;  IMPACT,ENGLAND,IMPACT,PLAGUE,4,-0,,None,None,None,0,0,1,United States,N. America,0
2022,REVIEW OF FINANCIAL STUDIES,0,53,2.735849056603773,0.9230164469787762,481,9.431372549019608,9.095614112220868,43,DETERMINANTS;  CLAIMS;  FRAUD; PRICES;  WEALTH;  EQUITY; WORLD-WAR-II;  MEDICAL-CARE;  WAGE;  IMPACT;  LABOR;  PERFORMANCE;  TRENDS;  WOMEN;  PREDICTORS;  LEADERSHIP; LOAN LOSS PROVISIONS;  FIRM-LEVEL EVIDENCE;  EARNINGS MANAGEMENT;  HOME BIAS;  LENDING RELATIONSHIPS;  CAPITAL MANAGEMENT;  CONTROL RIGHTS;  REAL;  CREDIT;  BANKS; LIQUIDITY SHOCKS EVIDENCE;  CREDIT;  BANKS;  DISTANCE;  CRISIS; CROSS-SECTION;  RISK PERCEPTION;  PROSPECT-THEORY;  STOCK RETURNS;  ATTENTION;  MODEL;  EXPECTATIONS;  COMPUTATION;  PSYCHOLOGY;  FIXATIONS; INTEREST-RATES;  DISCRIMINATION;  RACE;  COST; BANKRUPTCY;  NEIGHBORHOODS;  IMPACTS; DEVIATIONS;  LIQUIDITY;  DOLLAR; PRODUCT MARKET COMPETITION;  MANAGERIAL INCENTIVES;  TOURNAMENT INCENTIVES;  CORPORATE GOVERNANCE;  FIRM;  PERFORMANCE;  RISK;  PAY;  ADJUSTMENT;  REGRESSION; KNOWLEDGE SPILLOVERS;  PATENT CITATIONS;  CROSS-SECTION;  CITIES;  PRODUCTIVITY;  INVESTMENT;  AGGLOMERATION;  ORGANIZATION;  LOCATION;  GROWTH; FINANCIAL CRISES EVIDENCE;  LEVERAGE;  CREDIT;  INVESTMENT;  POLICY;  FIRM;  REORGANIZATION;  RENEGOTIATION;  DETERMINANTS;  ENFORCEMENT; HORIZONTAL MERGERS;  HOUSING-MARKET;  ASSET SALES;  IMPACT;  CRIME;  ACQUISITIONS;  EFFICIENCY;  INVESTORS;  SUPPLIER;  SCALE; CREDIT EXPANSION;  RISK;  PRICE;  DISCLOSURE;  DECISIONS;  VALUATION;  LIQUIDITY;  BANKS;  DEBT; EXPECTED STOCK RETURNS;  LONG-RUN;  INVESTOR ATTENTION;  MARKETS REACTION;  PRICE DISCOVERY;  INFORMATION;  VOLATILITY;  NEWS;  MEDIA;  MODEL; CROSS-SECTION;  INSTITUTIONAL INVESTORS;  PRESIDENTIAL-ADDRESS;  MARKET-SEGMENTATION;  COSTLY ARBITRAGE;  MOMENTUM;  EQUILIBRIUM;  SIZE;  TIME;  LIQUIDITY; MANAGERIAL;  DIFFERENTIALS;  ENTITLEMENT;  INEQUALITY;  DURATION;  TURNOVER;  BENEFITS;  EARNINGS;  BANKS; HOUSEHOLD CONSUMPTION;  SELF-CONTROL;  INCOME;  WEALTH;  HETEROGENEITY;  PREFERENCE;  POLICY;  MODEL;  BIAS; BOND;  FRAGILITY;  CRISIS;  FLOWS;  RISK; RESEARCH-AND-DEVELOPMENT;  MERGER ACTIVITY;  MARKET;  EXCHANGE;  GROWTH;  INCENTIVES;  VALUATION;  BENEFITS;  BIDDERS;  COSTS; LIQUIDITY;  COST;  REPUTATION;  DISCLOSURE;  IMPACT; ABSORPTIVE-CAPACITY;  CORPORATE GOVERNANCE;  INDUCED INNOVATION;  STOCK MARKETS;  2 FACES;  PANEL;  TECHNOLOGY;  SPILLOVERS;  COMPETITIVENESS;  PRODUCTIVITY; CASH FLOW;  CORPORATE-INVESTMENT;  FRICTIONS; STOCK-MARKET PARTICIPATION;  ASSET ALLOCATION;  EQUITY PREMIUM;  CONSUMPTION;  RETIREMENT;  AMBIGUITY;  HABIT; BACKED SECURITIES;  ADVERSE SELECTION;  LIQUIDITY;  BANKRUPTCY;  DEVIATIONS;  BENEFITS;  BEHAVIOR;  SPREADS;  COSTS; LIMITED PARTNER PERFORMANCE;  ASSET ALLOCATION;  EXPERIENCES;  RISK;  INVESTORS;  EXTRAPOLATION;  PERSISTENCE;  DECISIONS;  SELECTION;  MONEY; BACKED SECURITIES;  RISK;  EQUILIBRIUM;  MARKET;  INFERENCE;  DEFAULT;  PRICES;  MODEL; EQUITY INVESTMENT;  ACQUISITION;  GEOGRAPHY;  COSTS; HEDGE FUNDS;  MOMENTUM;  RISK;  PERFORMANCE;  STRATEGIES;  GROWTH; LONG-RUN RISKS;  MONETARY-POLICY;  INTEREST-RATES;  INTERTEMPORAL SUBSTITUTION;  POLITICAL UNCERTAINTY;  WAGE RIGIDITY;  FISCAL-POLICY;  ASSET PRICES;  US;  EXPECTATIONS; PRODUCT MARKET COMPETITION;  RUN RISKS MODEL;  CROSS-SECTION;  LONG-RUN;  DYNAMIC OLIGOPOLY;  CONSUMPTION RISK;  ASSET PRICES;  INDUSTRY CONCENTRATION;  CORPORATE-INVESTMENT;  FIRM CHARACTERISTICS; CORPORATE GOVERNANCE;  MUTUAL FUNDS;  DIFFERENTIAL INTERPRETATION;  NEWS EVIDENCE;  MARKET;  OPINION;  INFORMATION;  DIVERSITY;  VOLUME;  SPECULATION; ANTITAKEOVER PROTECTION;  SHAREHOLDER RIGHTS;  GOLDEN PARACHUTES;  ANALYST COVERAGE;  AGENCY COSTS;  FIRM VALUE;  GOVERNANCE;  OWNERSHIP;  EQUITY;  MARKET; CREDIT RATINGS;  COST; ASSET FIRE SALES;  HEDGE FUNDS;  CROSS-SECTION;  RETURN PREDICTABILITY;  LIQUIDITY RISK;  EQUILIBRIUM;  PERFORMANCE;  PURCHASES;  CONTAGION;  DYNAMICS; CONSUMPTION EVIDENCE;  HOME;  GROWTH;  ACCESS;  WEALTH;  RATES;  CHINA; HOUSEHOLD;  INCOME;  RISK;  GENDER;  WEALTH; STOCK-PICKING TALENT;  EMPIRICAL DECOMPOSITION;  MORNINGSTAR RATINGS;  TRANSACTIONS COSTS;  FINANCIAL LITERACY;  BENCHMARK INDEXES;  DUMB MONEY;  ONE PRICE;  PERFORMANCE;  FLOWS; MONETARY-POLICY;  FISCAL-POLICY;  INFLATION;  CONSUMPTION;  REDISTRIBUTION;  EXPERIENCES;  EXPENDITURE;  RATES;  SHOCK; MACROECONOMIC MODEL;  CROSS-SECTION;  STOCK;  LEVERAGE;  TESTS; RESEARCH-AND-DEVELOPMENT;  INNOVATION EVIDENCE;  STIFLE INNOVATION;  MARKET;  FIRMS;  INVESTMENT;  COMPETITION;  PRIVATE;  EQUITY;  RIGHTS; CROSS-SECTION;  DISPERSION;  OPINION;  RISK;  INFORMATION;  TRADE;  EXPECTATIONS;  UNCERTAINTY;  DIVERGENCE;  INVESTORS; CONTROL RIGHTS;  CAPITAL STRUCTURE;  DEBT;  MERGERS;  RENEGOTIATION;  GOVERNANCE;  COSTS;  COVENANTS;  DEFAULT;  FINANCE; CORPORATE BOARDS;  GENDER;  CENTRALITY;  FEATHER;  FINANCE;  MARKET;  COSTS;  WOMEN;  BIRDS; INVESTORS TRADE;  MODEL;  OVERCONFIDENCE;  BEHAVIOR;  PRICES;  MARKET; REAL EXCHANGE-RATES;  ASSET PRICES;  LONG-RUN;  POLICY;  EXPLANATION;  MONETARY;  RETURNS;  PUZZLES;  MONEY;  DEBT; SEPARATION THEOREM;  LOSS AVERSION;  RISK-TAKING;  TESTS;  DIVERSIFICATION;  HETEROGENEITY;  REFLECTION;  STRATEGIES;  BEHAVIOR;  PRICES; MARKET; CROSS-SECTION;  OVERCONFIDENT INVESTORS;  TRADING VOLUME;  STOCK;  RETURNS;  MARKET;  PRICE;  RISK;  ANOMALIES;  AUTOCORRELATION,RISK,MARKET,COSTS,379,-0,,None,None,None,0,1,22,United States,N. America,76
2022,SOCIAL SCIENCE HISTORY,1,34,1.7941176470588236,1.0084314782600805,22,0.6470588235294118,0.8121185516225344,3,REPUBLICAN CHINA;  SEX; CHILD-MORTALITY;  REDUCE HEIGHT;  FUNDAMENTAL CAUSES;  ADULT MORTALITY;  HUMAN MONKEYPOX;  HEALTH;  WEALTH;  DIFFERENTIALS;  ENGLAND;  LONDON; COLONIAL GOVERNORS;  STATE;  MIGRATION;  MOBILITY; PNEUMONIC PLAGUE; STATE;  SCOTLAND;  CHURCH;  SECULARIZATION;  CONSTITUTIONS;  INSTITUTIONS;  DEMOCRACY;  POLITICS;  ENGLAND;  FAILURE; HEIGHT;  INEQUALITY;  SHRINKING;  STATURE; RADICAL RIGHT;  UNITED-STATES;  MAINSTREAM;  COMPETITION;  EUROPE;  INDIA;  WEST; SOCIAL-MOVEMENT;  CIVIL-SOCIETY;  WOMENS;  EUROPE;  STATE; SUCCESS;  EMERGENCE;  SYSTEMS; UNITED-STATES;  ORGANIZATION;  REPRESSION;  AMERICA;  WAR;  LAW; 1ST NAMES;  BLACK;  CONSEQUENCES;  LINKAGE;  CENSUS;  SOUTH; DECISION-MAKING;  DISCOURSE;  BOARDROOM;  IDENTITY;  MEMORY; LATIN-AMERICA;  UNITED-STATES;  INDIA; SMALL FAMILY FIRM;  GREAT-BRITAIN;  ENTREPRENEURSHIP;  CENSUS;  HOUSEHOLD;  MOBILITY;  LONDON;  US; NETWORK ANALYSIS;  COMPLEX CONTAGIONS;  INNOVATION DIFFUSION;  STRUCTURAL BALANCE;  PROTEST DIFFUSION;  TRADE-OFF;  CENTRALITY;  DYNAMICS;  MODELS;  CONVERSION; CHRISTIAN MISSIONARIES;  COLONIAL INSTITUTIONS;  FEMALE EDUCATION;  CONSEQUENCES;  MOBILIZATION;  INVESTMENTS;  COMPETITION;  PROSPERITY;  MATTERS; OCCUPATIONAL STRUCTURE;  SIERRA-LEONE;  ECONOMIC PROGRESS;  HINTERLAND;  INEQUALITY;  MIGRATION;  TRADE;  COAST;  CITY; INDUSTRIAL-REVOLUTION;  URBAN-ENVIRONMENT;  TIME;  ENGLAND;  LEISURE;  DECLINE; COMMUNIST; SOCIAL-CHANGE;  PERSISTENCE; COURTS;  LAW; CHILD LABOR;  TECHNOLOGICAL-CHANGE;  WAGE INEQUALITY;  ECONOMIC-GROWTH;  MERCHANT-MARINE;  SWEDISH;  DECLINE;  FUTURE;  JOBS;  SEA; MEDIA ATTENTION;  AMERICAN SOUTH;  VIOLENCE; EUROPEAN MARRIAGE PATTERN;  POLYGYNY;  INSTITUTIONS;  TEMPERATURE;  GEOGRAPHY;  CHILDREN;  CRIME;  AGE; UNITED-STATES;  DETERMINANTS;  SOCIOLOGY;  CULTURE;  BLACKS;  MODELS;  SOUTH; LEGAL REPRESENTATION;  RETURNED SOLDIERS;  BATTERED WOMEN;  AUSTRALIA;  VICTORIA;  VIOLENCE;  MASCULINITIES;  JUSTICE;  MURDER; ECONOMIC OUTCOMES;  BENEFITS;  AGE;  SELECTION;  HEALTH;  IMPACT; SOCIETY;  CONSTRUCTION;  HISTORY;  POLICY,ENGLAND,AGE,CENSUS,160,-0,,None,None,None,0,3,17,United States,N. America,29
2023,AMERICAN ECONOMIC REVIEW,0,7,2,1,26,3.7142857142857144,2.8115408417381924,8,LATIN-AMERICA;  GROWTH;  NEOLIBERALISM;  NATIONALISM;  BREXIT;  TRUST;  COSTS;  TIME; UNITED-STATES;  OCCUPATIONAL-MOBILITY;  GREAT-BRITAIN;  AUTOMATED LINKING;  INCOME INEQUALITY;  ECONOMIC OUTCOMES;  OPPORTUNITY;  EARNINGS;  TRENDS;  CONVERGENCE; STATE;  INEQUALITY;  DEMOCRACY;  CLIMATE;  CITIES;  TRADE; INSTRUMENTAL-VARIABLES;  TELEVISION;  VIOLENCE;  PROPAGANDA;  ORIGINS;  IMPACT;  RADIO;  SOUTH;  MOVIE;  RISE; INFORMATION; CULTURAL TRANSMISSION;  PAROCHIAL ALTRUISM;  HANSENS-DISEASE;  LEPROSY;  SUSCEPTIBILITY;  BEHAVIOR;  HISTORY;  EVOLUTION;  ECONOMICS;  MEDICINE; INFECTIOUS-DISEASES;  MATHEMATICAL-THEORY;  TRADE;  MODELS;  EQUILIBRIUM;  MIGRATION;  GEOGRAPHY;  EPIDEMIC;  NETWORKS;  INCOME,TRADE,AUTOMATED LINKING,BEHAVIOR,55,-0,German Federal Ministry of Education and Research (BMBF);  Leibniz Research Alliance on Crises in a Globalised World;  Deutsche Forschungsgemeinschaft (DFG) under Germany's Excellence Strategy [EXC 2126/1-39083886],Deutsche Forschungsgemeinschaft (DFG) under Germany's Excellence Strategy [EXC 2126/1-39083886],Leibniz Research Alliance on Crises in a Globalised World,German Federal Ministry of Education and Research (BMBF),3,0,4,United States,N. America,10
2023,AMERICAN ECONOMIC REVIEW-INSIGHTS,0,1,3,NA,0,0,NA,0,RATIONAL INATTENTION;  ROBUST-CONTROL;  RISK;  INFORMATION;  EVOLUTION;  FOUNDATION,EVOLUTION,FOUNDATION,INFORMATION,6,-0,,None,None,None,0,0,0,United States,N. America,1
2023,CLIOMETRICA,1,28,2.142857142857143,1.0788981249502494,29,1.0357142857142858,1.201300001299298,4,ECONOMIC-GROWTH;  SPAIN;  INVESTMENT;  PRICES;  17TH; REAL WAGES;  GREAT DIVERGENCE;  POVERTY;  WORKERS; COGNITIVE SKILLS;  INTERNATIONAL DATABASE;  EDUCATIONAL-ATTAINMENT;  QUALITY;  GROWTH;  INVESTMENT;  COUNTRIES;  MODELS;  WORLD; ECONOMIC-GROWTH;  INCOME; ORIGINS;  MARKET;  CURSE; GRAIN MARKET INTEGRATION;  LONG-RUN DETERMINANTS;  OCEAN FREIGHT RATES;  NORTH-AMERICA;  LAND-TENURE;  CANADA;  GROWTH;  FRENCH;  BRITAIN;  PRODUCTIVITY; COLLECTIVE ACTION;  STATE CAPACITY;  EVOLUTION;  NETWORKS;  ORIGINS;  CONFLICT;  VIOLENCE; INSTITUTIONS;  EXPANSION;  EDUCATION;  INDUSTRY;  RATES; ECONOMIC-GROWTH;  GREAT-DEPRESSION;  BUSINESS CYCLES;  HEALTH-CARE;  MORTALITY;  POPULATION;  PLAGUE;  INFERENCE;  EPIDEMIC;  HISTORY; CLIMATE-CHANGE;  EASTERN CHINA;  CYCLES;  FLUCTUATIONS;  POPULATION;  GOVERNMENT;  CONFLICTS;  RELIGION;  GROWTH; UNITED-STATES;  SLAVERY;  LABOR; GENDER BIAS;  SEX-RATIO;  SON PREFERENCE;  GIRLS;  WOMEN;  INDIA;  CHINA;  SOUTH;  MORTALITY;  COUNTRY; TRANSFORMATION;  CALORIES;  HEALTH; BRITISH;  DIFFUSION;  INDUSTRY;  ORIGINS;  SAFETY;  SKILL; FERTILITY TRANSITION;  FAMILY-STRUCTURE;  TIME;  SIGNATURES;  ORIGINS;  GROWTH;  REGION; INDUSTRIAL-REVOLUTION;  LOCATION;  GROWTH;  MARKET;  ECONOMY;  ORIGINS;  ENERGY;  WAGES; DEMOGRAPHIC INTERACTIONS;  PROPERTY-RIGHTS;  ECONOMIC-GROWTH;  MALTHUS RIGHT;  COMMON-LAW;  EVOLUTION;  HISTORY;  INSTITUTIONS;  SETTLEMENTS;  PERSPECTIVE; CONSUMPTION;  EUROPE; ECONOMIC-DEVELOPMENT EVIDENCE;  CHILD LABOR;  BIRTH-ORDER;  SCHOOL ATTENDANCE;  SPAIN;  GROWTH;  INEQUALITY;  INNOVATION;  FERTILITY;  MIGRATION; HUMAN-CAPITAL FORMATION;  ECONOMIC-GROWTH;  COGNITIVE SKILLS;  RISE;  ENTRY;  COMPETITION;  INEQUALITY;  AGE; BID-ASK SPREAD;  POTENTIAL COMPETITION;  EMPIRICAL-EVIDENCE;  DEALER MARKETS;  NEW-YORK;  LIQUIDITY;  FRAGMENTATION;  CONSOLIDATION;  LONDON;  IMPACT; AGRICULTURAL CRISIS;  BALANCED GROWTH;  SOCIAL-CHANGE;  LAND-TENURE;  QUEBEC;  EFFICIENCY;  FARMERS;  INCOME; AMERICAN EXCEPTIONALISM;  ECONOMIC-DEVELOPMENT;  PER-CAPITA;  CULTURE;  INSTITUTIONS;  EVOLUTION;  GDP;  CONSEQUENCES;  REGIONS;  NORTH; GREAT DIVERGENCE;  7 CENTURIES;  WAGES; SOCIAL TABLES;  POVERTY;  MORTALITY;  ENGLAND;  INEQUALITY;  FERTILITY;  MALTHUS;  FRANCE; BUSINESS HISTORY;  FUTURE;  JOURNALS;  IMPACT; COLONIAL ORIGINS;  LIFE-CYCLE;  CITATIONS;  RISE;  DEEP; CORN LAWS;  TRADE;  DIVERGENCE,GROWTH,ORIGINS,EVOLUTION,182,-0,Spanish Ministry of Science and Innovation [PID2021-1280100B-I00]; Pontificia Universidad Catlica del Per,Pontificia Universidad Catlica del Per,Spanish Ministry of Science and Innovation [PID2021-1280100B-I00],None,2,1,23,United States,N. America,15
